product_id,product_name,category,unit_price,customer_id,customer_name,order_id,quantity,stock_qty,order_date,store_id,store_name
SKU-00,Phone,Electronics,81.73,CST-857,"Atkins, Miller and Ellis",OR-1582,431,585,2026-01-30,ST-05,Miami
SKU-19,Dumbbells,Sports,95.09,CST-223,Miller and Sons,OR-2306,732,998,2026-03-06,ST-06,Dallas
SKU-50,Dumbbells,Sports,121.36,CST-981,Hughes-Harrison,OR-4575,1,648,2026-02-24,ST-07,Washington
SKU-74,Coffee,Food,93.12,CST-868,Holland-Allen,OR-9304,344,731,2026-01-31,ST-03,Chicago
SKU-78,Tablet,Electronics,65.5,CST-915,Hernandez-Shields,OR-0146,85,233,2026-01-08,ST-06,Dallas
SKU-78,Monitor,Electronics,77.4,CST-082,Gibson-Craig,OR-7433,111,779,2026-01-14,ST-03,Chicago
SKU-03,Gloves,Sports,31.88,CST-457,Nelson-Freeman,OR-5579,275,715,2026-02-11,ST-06,Dallas
SKU-66,Chair,Home,109.7,CST-787,Atkins LLC,OR-2277,250,451,2026-01-12,ST-03,Chicago
SKU-94,Snacks,Food,74.1,CST-630,"Jones, Robertson and Johnston",OR-9345,206,299,2026-02-02,ST-05,Miami
SKU-36,Bike,Sports,104.31,CST-562,"Murphy, Johnson and Allen",OR-6313,8,225,2026-02-13,ST-07,Washington
SKU-64,Jacket,Clothing,85.85,CST-934,Mccall-Kelly,OR-4375,491,965,2026-03-09,ST-07,Washington
SKU-70,Lamp,Home,67.18,CST-159,Lee Inc,OR-9333,121,204,2026-02-02,ST-01,New York
SKU-44,Shoes,Clothing,110.78,CST-421,Gonzalez Inc,OR-1910,438,753,2026-01-26,ST-02,Los Angeles
SKU-30,Tea,Food,73.77,CST-922,"Cook, Johnson and Lopez",OR-3827,73,324,2026-01-30,ST-05,Miami
SKU-38,Laptop,Electronics,44.79,CST-807,Carter-Kidd,OR-5601,186,493,2026-01-25,ST-01,New York
SKU-64,Lamp,Home,31.18,CST-769,Higgins-Norman,OR-3316,192,353,2026-01-24,ST-02,Los Angeles
SKU-86,Gloves,Sports,121.75,CST-140,Gonzales LLC,OR-5647,143,234,2026-01-07,ST-06,Dallas
SKU-62,Water,Food,58.58,CST-504,"Gibson, Brooks and Pena",OR-1548,40,177,2026-02-09,ST-06,Dallas
SKU-28,Shoes,Clothing,58.48,CST-509,Rivera-Johnson,OR-8396,294,299,2026-01-11,ST-03,Chicago
SKU-54,Water,Food,37.95,CST-829,Hinton PLC,OR-2337,71,560,2026-03-05,ST-01,New York
SKU-48,Desk,Home,78.96,CST-945,"Bishop, Strong and Hernandez",OR-7557,263,460,2026-02-02,ST-05,Miami
SKU-41,Shoes,Clothing,22.09,CST-791,Flores Ltd,OR-1941,249,609,2026-02-11,ST-02,Los Angeles
SKU-33,Shoes,Clothing,56.04,CST-935,Peterson-Osborne,OR-6505,130,133,2026-02-27,ST-05,Miami
SKU-05,T-Shirt,Clothing,96.07,CST-915,Cortez-Aguirre,OR-9400,220,356,2026-02-17,ST-02,Los Angeles
SKU-20,Snacks,Food,89.73,CST-517,"Williamson, Arias and Walker",OR-1525,148,241,2026-03-06,ST-07,Washington
SKU-57,Snacks,Food,125.82,CST-213,Scott-Richards,OR-1594,20,989,2026-02-12,ST-02,Los Angeles
SKU-42,Pillow,Home,27.14,CST-974,Gutierrez Inc,OR-0678,28,224,2026-01-16,ST-02,Los Angeles
SKU-14,Lamp,Home,120.29,CST-829,"Hayes, Bryant and Long",OR-0027,482,500,2026-01-26,ST-07,Washington
SKU-69,Jeans,Clothing,119.47,CST-669,Garcia-Black,OR-1288,166,578,2026-02-04,ST-04,Houston
SKU-88,Shoes,Clothing,56.28,CST-364,Raymond-Grant,OR-0694,19,24,2026-01-13,ST-05,Miami
SKU-47,Pillow,Home,82.72,CST-806,Morrow LLC,OR-3416,190,737,2026-01-11,ST-01,New York
SKU-55,Water,Food,115.12,CST-840,Adams Ltd,OR-0256,854,893,2026-01-17,ST-02,Los Angeles
SKU-00,Chair,Home,22.26,CST-217,"Allen, Camacho and Rice",OR-9740,1,47,2026-02-22,ST-03,Chicago
SKU-35,Desk,Home,69.04,CST-073,"Johns, Keith and Taylor",OR-8027,356,814,2026-03-01,ST-05,Miami
SKU-91,Phone,Electronics,30.38,CST-089,"Johnson, Nguyen and Phillips",OR-0913,3,6,2026-01-21,ST-05,Miami
SKU-77,Pillow,Home,41.0,CST-458,"Rivas, Ruiz and Lester",OR-3705,560,784,2026-02-25,ST-01,New York
SKU-08,Gloves,Sports,43.55,CST-174,Patterson Group,OR-2686,47,79,2026-02-18,ST-03,Chicago
SKU-79,Phone,Electronics,108.84,CST-001,Morales Group,OR-5098,417,530,2026-03-08,ST-03,Chicago
SKU-00,Pillow,Home,59.77,CST-604,Dawson Inc,OR-5150,218,383,2026-02-21,ST-03,Chicago
SKU-24,Water,Food,23.71,CST-261,Cruz PLC,OR-9369,721,861,2026-02-11,ST-07,Washington
SKU-72,Dumbbells,Sports,88.45,CST-902,Murphy Inc,OR-3930,126,164,2026-02-08,ST-07,Washington
SKU-62,Phone,Electronics,51.59,CST-642,Melendez PLC,OR-1867,681,743,2026-02-15,ST-02,Los Angeles
SKU-05,Lamp,Home,84.75,CST-902,Howard Ltd,OR-1889,217,410,2026-03-08,ST-04,Houston
SKU-37,Water,Food,113.39,CST-645,"Price, Thomas and Hester",OR-8615,94,379,2026-01-12,ST-06,Dallas
SKU-00,Lamp,Home,30.24,CST-262,Jones-Hall,OR-5960,403,409,2026-01-31,ST-05,Miami
SKU-23,Lamp,Home,39.04,CST-174,Smith-Phillips,OR-6774,308,646,2026-02-10,ST-07,Washington
SKU-24,Coffee,Food,37.45,CST-669,Crane and Sons,OR-7498,525,773,2026-01-12,ST-05,Miami
SKU-96,Chair,Home,102.73,CST-788,"Lewis, Huffman and Mills",OR-2556,349,426,2026-02-09,ST-03,Chicago
SKU-33,Snacks,Food,109.91,CST-525,Campbell and Sons,OR-1404,198,250,2026-03-07,ST-02,Los Angeles
SKU-25,Dumbbells,Sports,17.25,CST-898,Garcia-Gonzalez,OR-1999,11,274,2026-02-26,ST-07,Washington
SKU-02,Laptop,Electronics,111.76,CST-755,Rogers-Hernandez,OR-0852,837,880,2026-02-10,ST-01,New York
SKU-96,Lamp,Home,99.5,CST-561,Wilkerson Inc,OR-1416,149,483,2026-01-12,ST-01,New York
SKU-95,T-Shirt,Clothing,124.46,CST-497,Morgan-Ayers,OR-2358,33,787,2026-01-06,ST-07,Washington
SKU-91,Tea,Food,105.1,CST-465,"Allen, Diaz and Wheeler",OR-5726,564,799,2026-02-05,ST-02,Los Angeles
SKU-24,Phone,Electronics,82.54,CST-048,"Galvan, Nguyen and Tucker",OR-6452,303,359,2026-02-01,ST-07,Washington
SKU-18,Dumbbells,Sports,17.9,CST-318,Miller-Francis,OR-8003,15,18,2026-02-25,ST-06,Dallas
SKU-24,Yoga Mat,Sports,58.46,CST-185,Butler-Ware,OR-2078,11,40,2026-03-07,ST-02,Los Angeles
SKU-57,Dumbbells,Sports,40.76,CST-111,Wilcox-Clay,OR-2554,269,303,2026-02-15,ST-01,New York
SKU-93,Pillow,Home,86.35,CST-432,Boyd LLC,OR-5142,407,865,2026-02-26,ST-02,Los Angeles
SKU-77,T-Shirt,Clothing,82.94,CST-392,Herring-Walker,OR-0462,89,93,2026-01-01,ST-02,Los Angeles
SKU-37,Jacket,Clothing,59.46,CST-458,Osborne-Hudson,OR-6237,438,964,2026-01-18,ST-03,Chicago
SKU-72,Laptop,Electronics,101.04,CST-346,Hernandez Group,OR-3800,14,199,2026-01-17,ST-05,Miami
SKU-74,Lamp,Home,100.93,CST-981,Hunt Inc,OR-0002,98,147,2026-01-15,ST-07,Washington
SKU-85,Desk,Home,21.86,CST-304,Johnson-Edwards,OR-3051,351,369,2026-02-08,ST-07,Washington
SKU-79,Pillow,Home,82.81,CST-784,Ortega PLC,OR-2332,37,609,2026-01-11,ST-01,New York
SKU-40,Lamp,Home,108.93,CST-866,"Garcia, Harris and Holland",OR-6502,20,21,2026-03-06,ST-07,Washington
SKU-36,Snacks,Food,113.32,CST-923,Matthews-Jackson,OR-9486,332,583,2026-03-07,ST-02,Los Angeles
SKU-50,T-Shirt,Clothing,111.64,CST-079,Lawson LLC,OR-2502,669,707,2026-01-05,ST-06,Dallas
SKU-09,Shoes,Clothing,84.82,CST-640,"Tate, Robinson and Hernandez",OR-8641,26,348,2026-02-15,ST-05,Miami
SKU-43,Water,Food,42.22,CST-600,Harvey-Atkinson,OR-9767,333,396,2026-03-06,ST-07,Washington
SKU-98,Desk,Home,48.33,CST-319,"Gill, Hall and Paul",OR-8533,10,16,2026-02-04,ST-01,New York
SKU-07,Laptop,Electronics,83.04,CST-598,Coleman-Page,OR-6598,64,298,2026-01-30,ST-02,Los Angeles
SKU-16,Shoes,Clothing,48.27,CST-203,Henderson LLC,OR-4352,55,77,2026-01-18,ST-05,Miami
SKU-80,Gloves,Sports,31.76,CST-280,Reed Inc,OR-9298,84,304,2026-01-20,ST-03,Chicago
SKU-80,Desk,Home,86.69,CST-573,Thompson LLC,OR-4788,812,842,2026-01-03,ST-06,Dallas
SKU-10,T-Shirt,Clothing,24.54,CST-279,Martinez LLC,OR-9608,71,560,2026-01-19,ST-07,Washington
SKU-74,Gloves,Sports,17.95,CST-596,Heath Inc,OR-0574,43,324,2026-01-30,ST-05,Miami
SKU-80,Pillow,Home,26.31,CST-421,"Taylor, Thompson and Contreras",OR-3005,8,47,2026-02-10,ST-04,Houston
SKU-01,Desk,Home,120.79,CST-828,Hester LLC,OR-0201,36,152,2026-01-31,ST-03,Chicago
SKU-00,Tablet,Electronics,80.49,CST-026,"Schaefer, Burnett and Anderson",OR-2031,262,556,2026-01-26,ST-06,Dallas
SKU-26,T-Shirt,Clothing,111.51,CST-100,"Horn, Sutton and Holmes",OR-6786,598,604,2026-01-12,ST-07,Washington
SKU-86,Lamp,Home,95.25,CST-280,"Holland, Villanueva and Lambert",OR-7636,203,273,2026-02-06,ST-03,Chicago
SKU-50,Snacks,Food,110.8,CST-244,"Wells, Grant and Pace",OR-9479,162,754,2026-02-24,ST-05,Miami
SKU-17,Dumbbells,Sports,51.23,CST-328,"Chandler, Jones and Haynes",OR-3914,427,805,2026-02-10,ST-03,Chicago
SKU-03,Dumbbells,Sports,72.56,CST-709,"Meyer, Woods and Wright",OR-7677,447,579,2026-01-24,ST-03,Chicago
SKU-05,Dumbbells,Sports,31.85,CST-705,"Hardin, Holland and Obrien",OR-8404,470,799,2026-02-09,ST-03,Chicago
SKU-59,Jeans,Clothing,109.26,CST-512,Callahan LLC,OR-9688,26,608,2026-03-04,ST-05,Miami
SKU-64,Gloves,Sports,114.37,CST-254,Hinton PLC,OR-7347,253,788,2026-02-20,ST-05,Miami
SKU-20,Chair,Home,69.95,CST-400,Taylor LLC,OR-9116,526,804,2026-01-11,ST-02,Los Angeles
SKU-79,Jeans,Clothing,86.67,CST-076,"Owen, Coleman and Cochran",OR-5144,95,368,2026-02-05,ST-07,Washington
SKU-66,Coffee,Food,76.51,CST-227,"Cobb, Shannon and Miller",OR-3526,233,490,2026-03-09,ST-06,Dallas
SKU-81,Gloves,Sports,35.39,CST-198,Robbins-Graham,OR-6340,526,611,2026-03-06,ST-05,Miami
SKU-55,Water,Food,103.95,CST-247,"Johnson, Owens and Smith",OR-0073,108,593,2026-02-22,ST-05,Miami
SKU-42,Water,Food,45.71,CST-477,"Phillips, Rodriguez and Perez",OR-0267,294,296,2026-02-07,ST-04,Houston
SKU-45,T-Shirt,Clothing,62.71,CST-856,Gross-Terry,OR-4092,593,985,2026-01-29,ST-04,Houston
SKU-91,Coffee,Food,106.77,CST-206,Watson-Smith,OR-3134,482,671,2026-01-20,ST-05,Miami
SKU-01,Pillow,Home,76.37,CST-034,"Anderson, Parks and Miller",OR-5896,37,485,2026-03-10,ST-03,Chicago
SKU-67,Yoga Mat,Sports,46.0,CST-641,Johnson-Thomas,OR-9426,227,867,2026-02-27,ST-01,New York
SKU-72,Jeans,Clothing,53.79,CST-736,Daniels Ltd,OR-8558,189,470,2026-01-11,ST-05,Miami
SKU-54,Jeans,Clothing,113.04,CST-751,"Hicks, Alexander and Williams",OR-8589,149,382,2026-01-13,ST-01,New York
SKU-49,Water,Food,80.63,CST-001,Gonzales PLC,OR-3753,447,561,2026-02-20,ST-01,New York
SKU-98,Jeans,Clothing,85.08,CST-499,"Schmidt, Johnson and Johnson",OR-5887,161,216,2026-02-14,ST-04,Houston
SKU-08,Dumbbells,Sports,65.21,CST-100,Smith-Carter,OR-5990,218,567,2026-01-22,ST-02,Los Angeles
SKU-20,Coffee,Food,24.11,CST-162,"Reed, Moore and Hogan",OR-9038,485,652,2026-01-31,ST-03,Chicago
SKU-10,Shoes,Clothing,59.17,CST-498,Buchanan Group,OR-8101,177,363,2026-03-03,ST-04,Houston
SKU-17,Coffee,Food,32.85,CST-398,Simpson-Ortiz,OR-4049,110,157,2026-01-02,ST-07,Washington
SKU-05,Chair,Home,46.81,CST-852,"Yates, Powell and Esparza",OR-8460,29,142,2026-02-18,ST-02,Los Angeles
SKU-48,Jeans,Clothing,57.96,CST-092,Wade-Jordan,OR-3971,494,524,2026-01-15,ST-05,Miami
SKU-55,Jeans,Clothing,87.51,CST-489,Valdez-Mckinney,OR-8907,425,680,2026-01-01,ST-01,New York
SKU-63,Coffee,Food,45.84,CST-516,"Thompson, Johnson and Zimmerman",OR-1564,88,293,2026-01-12,ST-04,Houston
SKU-52,Pillow,Home,85.28,CST-442,Wheeler-Williamson,OR-9581,49,79,2026-02-13,ST-07,Washington
SKU-61,Tea,Food,70.48,CST-019,"Sanders, Morton and Coleman",OR-3187,9,251,2026-01-09,ST-03,Chicago
SKU-48,Coffee,Food,55.17,CST-470,Garza-Hughes,OR-4105,356,879,2026-03-09,ST-04,Houston
SKU-04,Dumbbells,Sports,61.91,CST-967,Butler-King,OR-1996,470,611,2026-01-04,ST-04,Houston
SKU-61,Desk,Home,90.63,CST-064,Porter PLC,OR-5042,553,816,2026-01-04,ST-02,Los Angeles
SKU-49,Laptop,Electronics,61.75,CST-560,Willis and Sons,OR-2808,65,104,2026-01-31,ST-07,Washington
SKU-26,Jacket,Clothing,82.31,CST-449,Brown-Fleming,OR-6887,121,830,2026-01-01,ST-02,Los Angeles
SKU-31,Pillow,Home,33.79,CST-854,Smith-Greene,OR-5815,23,64,2026-01-29,ST-07,Washington
SKU-15,Water,Food,40.51,CST-226,Martinez PLC,OR-5814,25,56,2026-01-12,ST-03,Chicago
